Unnamed: 0,name,process,Al,Cu,Mn,N,Ni,Ti,S,Fe,Zr,P,Si,V,Mo,Co,C,Nb,B,Cr,ultimate_tensile,yield,ductility
584,AISI 5160 Steel, annealed 815°C (1500°F),0.0,0.0,0.875,0.0,0.0,0.0,0.04,97.425,0.0,0.035,0.22499999999999998,0.0,0.0,0.0,0.6000000000000001,0.0,0.0,0.8,724,275,17
585,AISI 5160H Steel," normalized, 25 mm (1 in.) round",0.0,0.0,0.875,0.0,0.0,0.0,0.04,97.425,0.0,0.035,0.22499999999999998,0.0,0.0,0.0,0.6000000000000001,0.0,0.0,0.8,958,530,17
586,AISI 5150 Steel," oil quenched from 830°C (1525°F), 540°C (1000°F) temper, 50 mm (2 in.) round",0.0,0.0,0.8,0.0,0.0,0.0,0.04,97.595,0.0,0.035,0.22499999999999998,0.0,0.0,0.0,0.505,0.0,0.0,0.8,910,670,18
588,AISI 5120H Steel," heat treated, machined to 25 mm, pseudocarburized, reheated to 800°C (1470°F), 150°C (300°F) temper",0.0,0.0,0.8,0.0,0.0,0.0,0.04,97.9,0.0,0.035,0.22499999999999998,0.0,0.0,0.0,0.2,0.0,0.0,0.8,883,696,15
589,AISI 51B60 Steel," oil quenched from 830°C (1525°F), 540°C (1000°F) temper, 13 mm (0.5 in.) round",0.0,0.0,0.875,0.0,0.0,0.0,0.04,97.42325,0.0,0.035,0.22499999999999998,0.0,0.0,0.0,0.6000000000000001,0.0,0.00175,0.8,1170,1070,14
590,AISI 5160 Steel," oil quenched from 830°C (1525°F), 595°C (1100°F) temper, 50 mm (2 in.) round",0.0,0.0,0.875,0.0,0.0,0.0,0.04,97.425,0.0,0.035,0.22499999999999998,0.0,0.0,0.0,0.6000000000000001,0.0,0.0,0.8,931,635,20
591,AISI 5160H Steel," oil quenched from 830°C (1525°F), 540°C (1000°F) temper, 25 mm (1 in.) round",0.0,0.0,0.875,0.0,0.0,0.0,0.04,97.425,0.0,0.035,0.22499999999999998,0.0,0.0,0.0,0.6000000000000001,0.0,0.0,0.8,1145,1005,14
592,AISI 5160H Steel," oil quenched from 830°C (1525°F), 650°C (1200°F) temper, 100 mm (4 in.) round",0.0,0.0,0.875,0.0,0.0,0.0,0.04,97.425,0.0,0.035,0.22499999999999998,0.0,0.0,0.0,0.6000000000000001,0.0,0.0,0.8,827,540,22
593,AISI 5160 Steel," oil quenched from 830°C (1525°F), 650°C (1200°F) temper, 100 mm (4 in.) round",0.0,0.0,0.875,0.0,0.0,0.0,0.04,97.425,0.0,0.035,0.22499999999999998,0.0,0.0,0.0,0.6000000000000001,0.0,0.0,0.8,827,540,22
594,AISI 5160H Steel," oil quenched from 830°C (1525°F), 595°C (1100°F) temper, 50 mm (2 in.) round",0.0,0.0,0.875,0.0,0.0,0.0,0.04,97.425,0.0,0.035,0.22499999999999998,0.0,0.0,0.0,0.6000000000000001,0.0,0.0,0.8,931,635,20
595,AISI 5140H Steel," oil quenched 845°C (1550°F), 650°C (1200°F) temper, 13 mm (0.5 in.) round",0.0,0.0,0.8,0.0,0.0,0.0,0.04,97.695,0.0,0.035,0.22499999999999998,0.0,0.0,0.0,0.405,0.0,0.0,0.8,827,703,22
596,AISI 5150H Steel," normalized, 100 mm (4 in.) round",0.0,0.0,0.8,0.0,0.0,0.0,0.04,97.595,0.0,0.035,0.22499999999999998,0.0,0.0,0.0,0.505,0.0,0.0,0.8,841,435,18
597,AISI 5160H Steel," oil quenched from 830°C (1525°F), 595°C (1100°F) temper, 100 mm (4 in.) round",0.0,0.0,0.875,0.0,0.0,0.0,0.04,97.425,0.0,0.035,0.22499999999999998,0.0,0.0,0.0,0.6000000000000001,0.0,0.0,0.8,889,615,21
598,AISI 5150 Steel," oil quenched from 830°C (1525°F), 650°C (1200°F) temper, 13 mm (0.5 in.) round",0.0,0.0,0.8,0.0,0.0,0.0,0.04,97.595,0.0,0.035,0.22499999999999998,0.0,0.0,0.0,0.505,0.0,0.0,0.8,938,834,21
599,AISI 51B60 Steel," oil quenched from 830°C (1525°F), 540°C (1000°F) temper, 50 mm (2 in.) round",0.0,0.0,0.875,0.0,0.0,0.0,0.04,97.42325,0.0,0.035,0.22499999999999998,0.0,0.0,0.0,0.6000000000000001,0.0,0.00175,0.8,1060,703,17
600,AISI 5140 Steel," oil quenched 845°C (1550°F), 595°C (1100°F) temper, 50 mm (2 in.) round",0.0,0.0,0.8,0.0,0.0,0.0,0.04,97.695,0.0,0.035,0.22499999999999998,0.0,0.0,0.0,0.405,0.0,0.0,0.8,814,615,22
601,AISI 5160H Steel," normalized, 50 mm (2 in.) round",0.0,0.0,0.875,0.0,0.0,0.0,0.04,97.425,0.0,0.035,0.22499999999999998,0.0,0.0,0.0,0.6000000000000001,0.0,0.0,0.8,924,510,16
602,AISI 51B60H Steel," normalized, 25 mm (1 in.) round",0.0,0.0,0.875,0.0,0.0,0.0,0.04,97.42325,0.0,0.035,0.22499999999999998,0.0,0.0,0.0,0.6000000000000001,0.0,0.00175,0.8,958,530,17
603,AISI 5150H Steel," oil quenched from 830°C (1525°F), 540°C (1000°F) temper, 50 mm (2 in.) round",0.0,0.0,0.8,0.0,0.0,0.0,0.04,97.595,0.0,0.035,0.22499999999999998,0.0,0.0,0.0,0.505,0.0,0.0,0.8,910,670,18
604,AISI 51B60 Steel," oil quenched from 830°C (1525°F), 595°C (1100°F) temper, 100 mm (4 in.) round",0.0,0.0,0.875,0.0,0.0,0.0,0.04,97.42325,0.0,0.035,0.22499999999999998,0.0,0.0,0.0,0.6000000000000001,0.0,0.00175,0.8,889,615,21
605,AISI 5160 Steel," oil quenched from 830°C (1525°F), 540°C (1000°F) temper, 13 mm (0.5 in.) round",0.0,0.0,0.875,0.0,0.0,0.0,0.04,97.425,0.0,0.035,0.22499999999999998,0.0,0.0,0.0,0.6000000000000001,0.0,0.0,0.8,1170,1070,14
606,AISI 51B60H Steel," oil quenched from 830°C (1525°F), 595°C (1100°F) temper, 25 mm (1 in.) round",0.0,0.0,0.875,0.0,0.0,0.0,0.04,97.42325,0.0,0.035,0.22499999999999998,0.0,0.0,0.0,0.6000000000000001,0.0,0.00175,0.8,1000,869,18
607,AISI 51B60H Steel," oil quenched from 830°C (1525°F), 595°C (1100°F) temper, 100 mm (4 in.) round",0.0,0.0,0.875,0.0,0.0,0.0,0.04,97.42325,0.0,0.035,0.22499999999999998,0.0,0.0,0.0,0.6000000000000001,0.0,0.00175,0.8,889,615,21
608,AISI 5150 Steel," oil quenched from 830°C (1525°F), 650°C (1200°F) temper, 50 mm (2 in.) round",0.0,0.0,0.8,0.0,0.0,0.0,0.04,97.595,0.0,0.035,0.22499999999999998,0.0,0.0,0.0,0.505,0.0,0.0,0.8,821,605,22
609,AISI 5120H Steel," heat treated, machined to 13.7 mm, pseudocarburized, reheated to 775°C (1430°F), 150°C (300°F) temper",0.0,0.0,0.8,0.0,0.0,0.0,0.04,97.9,0.0,0.035,0.22499999999999998,0.0,0.0,0.0,0.2,0.0,0.0,0.8,848,650,14
610,AISI 51B60 Steel," oil quenched from 830°C (1525°F), 650°C (1200°F) temper, 50 mm (2 in.) round",0.0,0.0,0.875,0.0,0.0,0.0,0.04,97.42325,0.0,0.035,0.22499999999999998,0.0,0.0,0.0,0.6000000000000001,0.0,0.00175,0.8,779,580,21
611,AISI 5150 Steel," oil quenched from 830°C (1525°F), 540°C (1000°F) temper, 25 mm (1 in.) round",0.0,0.0,0.8,0.0,0.0,0.0,0.04,97.595,0.0,0.035,0.22499999999999998,0.0,0.0,0.0,0.505,0.0,0.0,0.8,1055,910,17
612,AISI 4820 Steel," mock carburized, reheated to 800°C (1470°F), 150°C (300°F) temper, 50 mm (2 in.) round",0.0,0.0,0.6,0.0,3.5,0.0,0.04,95.145,0.0,0.035,0.22499999999999998,0.0,0.25,0.0,0.20500000000000002,0.0,0.0,0.0,938,640,19
613,AISI 51B60H Steel," oil quenched from 830°C (1525°F), 650°C (1200°F) temper, 100 mm (4 in.) round",0.0,0.0,0.875,0.0,0.0,0.0,0.04,97.42325,0.0,0.035,0.22499999999999998,0.0,0.0,0.0,0.6000000000000001,0.0,0.00175,0.8,827,540,22
614,AISI 51B60 Steel," oil quenched from 830°C (1525°F), 650°C (1200°F) temper, 100 mm (4 in.) round",0.0,0.0,0.875,0.0,0.0,0.0,0.04,97.42325,0.0,0.035,0.22499999999999998,0.0,0.0,0.0,0.6000000000000001,0.0,0.00175,0.8,827,540,22
615,AISI 4620 Steel," mock carburized, 150°C (300°F) temper, 50 mm (2 in.) round",0.0,0.0,0.55,0.0,1.825,0.0,0.04,96.855,0.0,0.035,0.25,0.0,0.25,0.0,0.195,0.0,0.0,0.0,660,450,27
616,AISI 5120H Steel," heat treated, machined to 13.7 mm, pseudocarburized, reheated to 800°C (1470°F), 150°C (300°F) temper",0.0,0.0,0.8,0.0,0.0,0.0,0.04,97.9,0.0,0.035,0.22499999999999998,0.0,0.0,0.0,0.2,0.0,0.0,0.8,910,717,15
617,AISI 51B60 Steel, normalized 855°C (1570°F),0.0,0.0,0.875,0.0,0.0,0.0,0.04,97.42325,0.0,0.035,0.22499999999999998,0.0,0.0,0.0,0.6000000000000001,0.0,0.00175,0.8,958,530,17
618,AISI 5140H Steel, normalized 870°C (1600°F),0.0,0.0,0.8,0.0,0.0,0.0,0.04,97.695,0.0,0.035,0.22499999999999998,0.0,0.0,0.0,0.405,0.0,0.0,0.8,793,475,22
619,AISI 51B60 Steel," oil quenched from 830°C (1525°F), 650°C (1200°F) temper, 13 mm (0.5 in.) round",0.0,0.0,0.875,0.0,0.0,0.0,0.04,97.42325,0.0,0.035,0.22499999999999998,0.0,0.0,0.0,0.6000000000000001,0.0,0.00175,0.8,917,793,19
620,AISI 5150 Steel," oil quenched from 830°C (1525°F), 540°C (1000°F) temper, 13 mm (0.5 in.) round",0.0,0.0,0.8,0.0,0.0,0.0,0.04,97.595,0.0,0.035,0.22499999999999998,0.0,0.0,0.0,0.505,0.0,0.0,0.8,1095,1000,16
621,AISI 51B60H Steel," oil quenched from 830°C (1525°F), 540°C (1000°F) temper, 50 mm (2 in.) round",0.0,0.0,0.875,0.0,0.0,0.0,0.04,97.42325,0.0,0.035,0.22499999999999998,0.0,0.0,0.0,0.6000000000000001,0.0,0.00175,0.8,1060,703,17
622,34MoCr4 Alloy Steel,,0.0,0.0,0.75,0.0,0.0,0.0,0.30000000000000004,96.905,0.0,0.035,0.4,0.0,0.22499999999999998,0.0,0.33499999999999996,0.0,0.0,1.05,1100,800,11
623,AISI 5160 Steel, normalized 855°C (1570°F),0.0,0.0,0.875,0.0,0.0,0.0,0.04,97.425,0.0,0.035,0.22499999999999998,0.0,0.0,0.0,0.6000000000000001,0.0,0.0,0.8,958,530,17
624,AISI 5150H Steel," oil quenched from 830°C (1525°F), 650°C (1200°F) temper, 50 mm (2 in.) round",0.0,0.0,0.8,0.0,0.0,0.0,0.04,97.595,0.0,0.035,0.22499999999999998,0.0,0.0,0.0,0.505,0.0,0.0,0.8,821,605,22
625,AISI 51B60H Steel, normalized 855°C (1570°F),0.0,0.0,0.875,0.0,0.0,0.0,0.04,97.42325,0.0,0.035,0.22499999999999998,0.0,0.0,0.0,0.6000000000000001,0.0,0.00175,0.8,958,530,17
626,AISI 51B60 Steel," oil quenched from 830°C (1525°F), 540°C (1000°F) temper, 25 mm (1 in.) round",0.0,0.0,0.875,0.0,0.0,0.0,0.04,97.42325,0.0,0.035,0.22499999999999998,0.0,0.0,0.0,0.6000000000000001,0.0,0.00175,0.8,1145,1005,14
627,AISI 5140H Steel, annealed 830°C,0.0,0.0,0.8,0.0,0.0,0.0,0.04,97.695,0.0,0.035,0.22499999999999998,0.0,0.0,0.0,0.405,0.0,0.0,0.8,570,295,28
628,AISI 5150H Steel," normalized, 13 mm (0.5 in.) round",0.0,0.0,0.8,0.0,0.0,0.0,0.04,97.595,0.0,0.035,0.22499999999999998,0.0,0.0,0.0,0.505,0.0,0.0,0.8,903,565,21
629,AISI 5150H Steel," oil quenched from 830°C (1525°F), 540°C (1000°F) temper, 13 mm (0.5 in.) round",0.0,0.0,0.8,0.0,0.0,0.0,0.04,97.595,0.0,0.035,0.22499999999999998,0.0,0.0,0.0,0.505,0.0,0.0,0.8,1095,1000,16
630,AISI 5160H Steel," normalized, 13 mm (0.5 in.) round",0.0,0.0,0.875,0.0,0.0,0.0,0.04,97.425,0.0,0.035,0.22499999999999998,0.0,0.0,0.0,0.6000000000000001,0.0,0.0,0.8,1025,650,18
631,AISI 5160H Steel," oil quenched from 830°C (1525°F), 650°C (1200°F) temper, 50 mm (2 in.) round",0.0,0.0,0.875,0.0,0.0,0.0,0.04,97.425,0.0,0.035,0.22499999999999998,0.0,0.0,0.0,0.6000000000000001,0.0,0.0,0.8,779,580,21
632,AISI 5160 Steel," oil quenched from 830°C (1525°F), 540°C (1000°F) temper, 100 mm (4 in.) round",0.0,0.0,0.875,0.0,0.0,0.0,0.04,97.425,0.0,0.035,0.22499999999999998,0.0,0.0,0.0,0.6000000000000001,0.0,0.0,0.8,965,703,18
633,AISI 4820 Steel," heat treated, machined to 13.7 mm, pseudocarburized, reheated to 835°C, 150°C (300°F) temper",0.0,0.0,0.6,0.0,3.5,0.0,0.04,95.145,0.0,0.035,0.22499999999999998,0.0,0.25,0.0,0.20500000000000002,0.0,0.0,0.0,1422,1051,13
634,AISI 5150 Steel," annealed, 25 mm (1 in.) round",0.0,0.0,0.8,0.0,0.0,0.0,0.04,97.595,0.0,0.035,0.22499999999999998,0.0,0.0,0.0,0.505,0.0,0.0,0.8,675,360,22
635,AISI 51B60 Steel," normalized, 100 mm (4 in.) round",0.0,0.0,0.875,0.0,0.0,0.0,0.04,97.42325,0.0,0.035,0.22499999999999998,0.0,0.0,0.0,0.6000000000000001,0.0,0.00175,0.8,924,485,14
636,AISI 51B60 Steel," normalized, 13 mm (0.5 in.) round",0.0,0.0,0.875,0.0,0.0,0.0,0.04,97.42325,0.0,0.035,0.22499999999999998,0.0,0.0,0.0,0.6000000000000001,0.0,0.00175,0.8,1025,650,18
637,AISI 51B60 Steel," oil quenched from 830°C (1525°F), 595°C (1100°F) temper, 50 mm (2 in.) round",0.0,0.0,0.875,0.0,0.0,0.0,0.04,97.42325,0.0,0.035,0.22499999999999998,0.0,0.0,0.0,0.6000000000000001,0.0,0.00175,0.8,931,635,20
638,AISI 5160 Steel," oil quenched from 830°C (1525°F), 650°C (1200°F) temper, 25 mm (1 in.) round",0.0,0.0,0.875,0.0,0.0,0.0,0.04,97.425,0.0,0.035,0.22499999999999998,0.0,0.0,0.0,0.6000000000000001,0.0,0.0,0.8,889,765,20
639,AISI 5140H Steel," oil quenched 845°C (1550°F), 595°C (1100°F) temper, 100 mm (4 in.) round",0.0,0.0,0.8,0.0,0.0,0.0,0.04,97.695,0.0,0.035,0.22499999999999998,0.0,0.0,0.0,0.405,0.0,0.0,0.8,800,510,22
640,AISI 5150H Steel," oil quenched from 830°C (1525°F), 595°C (1100°F) temper, 25 mm (1 in.) round",0.0,0.0,0.8,0.0,0.0,0.0,0.04,97.595,0.0,0.035,0.22499999999999998,0.0,0.0,0.0,0.505,0.0,0.0,0.8,945,793,20
641,AISI 5140H Steel," oil quenched 845°C (1550°F), 650°C (1200°F) temper, 50 mm (2 in.) round",0.0,0.0,0.8,0.0,0.0,0.0,0.04,97.695,0.0,0.035,0.22499999999999998,0.0,0.0,0.0,0.405,0.0,0.0,0.8,758,565,24
642,AISI 5140 Steel," oil quenched 845°C (1550°F), 650°C (1200°F) temper, 25 mm (1 in.) round",0.0,0.0,0.8,0.0,0.0,0.0,0.04,97.695,0.0,0.035,0.22499999999999998,0.0,0.0,0.0,0.405,0.0,0.0,0.8,807,650,22
643,AISI 5140H Steel," oil quenched 845°C (1550°F), 595°C (1100°F) temper, 13 mm (0.5 in.) round",0.0,0.0,0.8,0.0,0.0,0.0,0.04,97.695,0.0,0.035,0.22499999999999998,0.0,0.0,0.0,0.405,0.0,0.0,0.8,896,779,20
644,AISI 6150 Steel," normalized, 100 mm (4 in.) round",0.0,0.0,0.8,0.0,0.0,0.0,0.04,97.295,0.0,0.035,0.22499999999999998,0.15,0.0,0.0,0.505,0.0,0.0,0.9500000000000001,883,460,18
645,AISI 51B60H Steel," oil quenched from 830°C (1525°F), 650°C (1200°F) temper, 25 mm (1 in.) round",0.0,0.0,0.875,0.0,0.0,0.0,0.04,97.42325,0.0,0.035,0.22499999999999998,0.0,0.0,0.0,0.6000000000000001,0.0,0.00175,0.8,889,765,20
646,AISI 5140 Steel," oil quenched 845°C (1550°F), 540°C (1000°F) temper, 13 mm (0.5 in.) round",0.0,0.0,0.8,0.0,0.0,0.0,0.04,97.695,0.0,0.035,0.22499999999999998,0.0,0.0,0.0,0.405,0.0,0.0,0.8,1015,910,17
647,AISI 51B60H Steel," oil quenched from 830°C (1525°F), 540°C (1000°F) temper, 25 mm (1 in.) round",0.0,0.0,0.875,0.0,0.0,0.0,0.04,97.42325,0.0,0.035,0.22499999999999998,0.0,0.0,0.0,0.6000000000000001,0.0,0.00175,0.8,1145,1005,14
648,AISI 6150 Steel," normalized, 50 mm (2 in.) round",0.0,0.0,0.8,0.0,0.0,0.0,0.04,97.295,0.0,0.035,0.22499999999999998,0.15,0.0,0.0,0.505,0.0,0.0,0.9500000000000001,896,515,20
649,AISI 5140H Steel," normalized, 100 mm (4 in.) round",0.0,0.0,0.8,0.0,0.0,0.0,0.04,97.695,0.0,0.035,0.22499999999999998,0.0,0.0,0.0,0.405,0.0,0.0,0.8,765,415,21
650,AISI 5160 Steel," normalized, 100 mm (4 in.) round",0.0,0.0,0.875,0.0,0.0,0.0,0.04,97.425,0.0,0.035,0.22499999999999998,0.0,0.0,0.0,0.6000000000000001,0.0,0.0,0.8,924,485,14
651,AISI 6150 Steel," oil quenched 845°C (1550°F), 540°C (1000°F) temper, 100 mm (4 in.) round",0.0,0.0,0.8,0.0,0.0,0.0,0.04,97.295,0.0,0.035,0.22499999999999998,0.15,0.0,0.0,0.505,0.0,0.0,0.9500000000000001,1050,876,16
652,AISI 6150 Steel," normalized, 13 mm (0.5 in.) round",0.0,0.0,0.8,0.0,0.0,0.0,0.04,97.295,0.0,0.035,0.22499999999999998,0.15,0.0,0.0,0.505,0.0,0.0,0.9500000000000001,972,640,20
653,AISI 5140H Steel," oil quenched 845°C (1550°F), 540°C (1000°F) temper, 100 mm (4 in.) round",0.0,0.0,0.8,0.0,0.0,0.0,0.04,97.695,0.0,0.035,0.22499999999999998,0.0,0.0,0.0,0.405,0.0,0.0,0.8,862,565,20
654,AISI 4820H Steel," heat treated, machined to 25 mm, pseudocarburized, reheated to 755°C (1390°F), 150°C (300°F) temper",0.0,0.0,0.6000000000000001,0.0,3.5,0.0,0.04,95.15,0.0,0.035,0.22499999999999998,0.0,0.25,0.0,0.2,0.0,0.0,0.0,1328,920,13
655,AISI 4150 Steel," oil quenched 830°C (1525°F), 540°C (1000°F) temper, 25 mm (1 in.) round",0.0,0.0,0.875,0.0,0.0,0.0,0.04,97.17,0.0,0.035,0.22499999999999998,0.0,0.2,0.0,0.505,0.0,0.0,0.9500000000000001,1205,1105,14
656,AISI 4427 Steel," heat treated in 13.7 mm rounds, reheated to 765°C (1410°F), 150°C (300°F) temper",0.0,0.0,0.8,0.0,0.0,0.0,0.04,98.235,0.0,0.035,0.22499999999999998,0.0,0.4,0.0,0.265,0.0,0.0,0.0,1096,540,10
657,AISI 5150H Steel," oil quenched from 830°C (1525°F), 595°C (1100°F) temper, 50 mm (2 in.) round",0.0,0.0,0.8,0.0,0.0,0.0,0.04,97.595,0.0,0.035,0.22499999999999998,0.0,0.0,0.0,0.505,0.0,0.0,0.8,876,600,20
658,AISI 5160H Steel," oil quenched from 830°C (1525°F), 540°C (1000°F) temper, 100 mm (4 in.) round",0.0,0.0,0.875,0.0,0.0,0.0,0.04,97.425,0.0,0.035,0.22499999999999998,0.0,0.0,0.0,0.6000000000000001,0.0,0.0,0.8,965,703,18
659,AISI 5160H Steel," oil quenched from 830°C (1525°F), 650°C (1200°F) temper, 13 mm (0.5 in.) round",0.0,0.0,0.875,0.0,0.0,0.0,0.04,97.425,0.0,0.035,0.22499999999999998,0.0,0.0,0.0,0.6000000000000001,0.0,0.0,0.8,917,793,19
660,AISI 5160H Steel," oil quenched from 830°C (1525°F), 595°C (1100°F) temper, 25 mm (1 in.) round",0.0,0.0,0.875,0.0,0.0,0.0,0.04,97.425,0.0,0.035,0.22499999999999998,0.0,0.0,0.0,0.6000000000000001,0.0,0.0,0.8,1000,869,18
661,AISI 51B60H Steel," oil quenched from 830°C (1525°F), 540°C (1000°F) temper, 100 mm (4 in.) round",0.0,0.0,0.875,0.0,0.0,0.0,0.04,97.42325,0.0,0.035,0.22499999999999998,0.0,0.0,0.0,0.6000000000000001,0.0,0.00175,0.8,965,703,18
662,AISI 6150 Steel," oil quenched 845°C (1550°F), 650°C (1200°F) temper, 100 mm (4 in.) round",0.0,0.0,0.8,0.0,0.0,0.0,0.04,97.295,0.0,0.035,0.22499999999999998,0.15,0.0,0.0,0.505,0.0,0.0,0.9500000000000001,841,650,21
663,AISI 6150H Steel," oil quenched 845°C (1550°F), 540°C (1000°F) temper, 100 mm (4 in.) round",0.0,0.0,0.8,0.0,0.0,0.0,0.04,97.27,0.0,0.035,0.22499999999999998,0.15,0.0,0.0,0.505,0.0,0.0,0.975,1050,876,16
664,AISI 6150 Steel," oil quenched 845°C (1550°F), 540°C (1000°F) temper, 25 mm (1 in.) round",0.0,0.0,0.8,0.0,0.0,0.0,0.04,97.295,0.0,0.035,0.22499999999999998,0.15,0.0,0.0,0.505,0.0,0.0,0.9500000000000001,1200,1160,14
665,AISI 51B60 Steel," normalized, 50 mm (2 in.) round",0.0,0.0,0.875,0.0,0.0,0.0,0.04,97.42325,0.0,0.035,0.22499999999999998,0.0,0.0,0.0,0.6000000000000001,0.0,0.00175,0.8,924,510,16
666,AISI 51B60 Steel, annealed 815°C (1500°F),0.0,0.0,0.875,0.0,0.0,0.0,0.04,97.42325,0.0,0.035,0.22499999999999998,0.0,0.0,0.0,0.6000000000000001,0.0,0.00175,0.8,724,275,17
667,AISI 5160H Steel, normalized 855°C (1570°F),0.0,0.0,0.875,0.0,0.0,0.0,0.04,97.425,0.0,0.035,0.22499999999999998,0.0,0.0,0.0,0.6000000000000001,0.0,0.0,0.8,958,530,17
668,AISI 6150H Steel," normalized, 25 mm (1 in.) round",0.0,0.0,0.8,0.0,0.0,0.0,0.04,97.27,0.0,0.035,0.22499999999999998,0.15,0.0,0.0,0.505,0.0,0.0,0.975,938,615,21
669,AISI 6150 Steel," oil quenched 845°C (1550°F), 595°C (1100°F) temper, 25 mm (1 in.) round",0.0,0.0,0.8,0.0,0.0,0.0,0.04,97.295,0.0,0.035,0.22499999999999998,0.15,0.0,0.0,0.505,0.0,0.0,0.9500000000000001,1090,1035,16
670,AISI 6150 Steel," normalized, 25 mm (1 in.) round",0.0,0.0,0.8,0.0,0.0,0.0,0.04,97.295,0.0,0.035,0.22499999999999998,0.15,0.0,0.0,0.505,0.0,0.0,0.9500000000000001,938,615,21
671,AISI 6150H Steel," oil quenched 845°C (1550°F), 540°C (1000°F) temper, 25 mm (1 in.) round",0.0,0.0,0.8,0.0,0.0,0.0,0.04,97.27,0.0,0.035,0.22499999999999998,0.15,0.0,0.0,0.505,0.0,0.0,0.975,1200,1160,14
672,AISI 5150H Steel," normalized, 50 mm (2 in.) round",0.0,0.0,0.8,0.0,0.0,0.0,0.04,97.595,0.0,0.035,0.22499999999999998,0.0,0.0,0.0,0.505,0.0,0.0,0.8,848,495,20
673,AISI 51B60 Steel," normalized, 25 mm (1 in.) round",0.0,0.0,0.875,0.0,0.0,0.0,0.04,97.42325,0.0,0.035,0.22499999999999998,0.0,0.0,0.0,0.6000000000000001,0.0,0.00175,0.8,958,530,17
674,AISI 6150 Steel," oil quenched 845°C (1550°F), 650°C (1200°F) temper, 25 mm (1 in.) round",0.0,0.0,0.8,0.0,0.0,0.0,0.04,97.295,0.0,0.035,0.22499999999999998,0.15,0.0,0.0,0.505,0.0,0.0,0.9500000000000001,972,896,18
675,AISI 5160 Steel," normalized, 25 mm (1 in.) round",0.0,0.0,0.875,0.0,0.0,0.0,0.04,97.425,0.0,0.035,0.22499999999999998,0.0,0.0,0.0,0.6000000000000001,0.0,0.0,0.8,958,530,17
676,AISI 51B60H Steel," normalized, 13 mm (0.5 in.) round",0.0,0.0,0.875,0.0,0.0,0.0,0.04,97.42325,0.0,0.035,0.22499999999999998,0.0,0.0,0.0,0.6000000000000001,0.0,0.00175,0.8,1025,650,18
677,AISI 6150H Steel," oil quenched 845°C (1550°F), 650°C (1200°F) temper, 50 mm (2 in.) round",0.0,0.0,0.8,0.0,0.0,0.0,0.04,97.27,0.0,0.035,0.22499999999999998,0.15,0.0,0.0,0.505,0.0,0.0,0.975,924,800,19
678,AISI 6150 Steel," oil quenched 845°C (1550°F), 540°C (1000°F) temper, 50 mm (2 in.) round",0.0,0.0,0.8,0.0,0.0,0.0,0.04,97.295,0.0,0.035,0.22499999999999998,0.15,0.0,0.0,0.505,0.0,0.0,0.9500000000000001,1145,1000,14
679,AISI 5140 Steel," oil quenched 845°C (1550°F), 650°C (1200°F) temper, 100 mm (4 in.) round",0.0,0.0,0.8,0.0,0.0,0.0,0.04,97.695,0.0,0.035,0.22499999999999998,0.0,0.0,0.0,0.405,0.0,0.0,0.8,731,470,24
680,AISI 8620 Steel," quenched from carburizing box, 13 mm (0.5 in.) round",0.0,0.0,0.8,0.0,0.55,0.0,0.04,97.42,0.0,0.035,0.25,0.0,0.2,0.0,0.20500000000000002,0.0,0.0,0.5,1325,1035,12
681,AISI 8617 Steel," heat treated, machined, pseudocarburized, 150°C (300°F) temper",0.0,0.0,0.8,0.0,0.55,0.0,0.04,97.475,0.0,0.035,0.22499999999999998,0.0,0.2,0.0,0.175,0.0,0.0,0.5,883,650,19
682,AISI 51B60H Steel," oil quenched from 830°C (1525°F), 595°C (1100°F) temper, 13 mm (0.5 in.) round",0.0,0.0,0.875,0.0,0.0,0.0,0.04,97.42325,0.0,0.035,0.22499999999999998,0.0,0.0,0.0,0.6000000000000001,0.0,0.00175,0.8,1050,924,16
683,AISI 8620 Steel," carburized, box cooled, reheated and quenched, 150°C (300°F) temper, 25 mm (1 in.) round",0.0,0.0,0.8,0.0,0.55,0.0,0.04,97.42,0.0,0.035,0.25,0.0,0.2,0.0,0.20500000000000002,0.0,0.0,0.5,958,814,19
684,AISI 6150H Steel," oil quenched 845°C (1550°F), 650°C (1200°F) temper, 13 mm (0.5 in.) round",0.0,0.0,0.8,0.0,0.0,0.0,0.04,97.27,0.0,0.035,0.22499999999999998,0.15,0.0,0.0,0.505,0.0,0.0,0.975,1015,979,17
685,AISI 5160H Steel," oil quenched from 830°C (1525°F), 540°C (1000°F) temper, 50 mm (2 in.) round",0.0,0.0,0.875,0.0,0.0,0.0,0.04,97.425,0.0,0.035,0.22499999999999998,0.0,0.0,0.0,0.6000000000000001,0.0,0.0,0.8,1060,703,17
686,AISI 8620 Steel," double quenched and tempered (150°C (300°F)), carburized",0.0,0.0,0.8,0.0,0.55,0.0,0.04,97.42,0.0,0.035,0.25,0.0,0.2,0.0,0.20500000000000002,0.0,0.0,0.5,917,572,20
687,AISI 8620 Steel," normalized, machined to 25 mm, pseudocarburized, oil quenched, 150°C temper",0.0,0.0,0.8,0.0,0.55,0.0,0.04,97.42,0.0,0.035,0.25,0.0,0.2,0.0,0.20500000000000002,0.0,0.0,0.5,1075,876,14
